Cve_factu,No_fac    ,Extra,Falta_fac ,Tiponcc     ,Cve_cte,Saldo_fac           ,Nom_cte                                                                                                                                                                                                                                                       ,Falta_cte ,Lim_cre     ,Dia_cre,Tels                           ,Pagos                         ,Cve_mon   ,U_tip_cam ,Fech_venci,Des_mon                                                                         ,Ident,Grup,Post,Cve_age,Cve_zon   ,Tiponota    ,Total_fac           ,Afectbanco,Nom_zon                                 ,Sinuso1,Total1              ,Total2              ,Total3              ,Total4              ,Total5              ,Concepto       ,Cve_age2,Fenmarca,Im_calc             
FAR      ,19859,F    ,13/10/2023,            ,443,111991.04,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.842,11/01/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,111991.04,F         ,                                        ,F      ,111991.04,0,0,0,0,Factura        ,0,0,0
FAR      ,19887,F    ,18/10/2023,            ,443,317774.58,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.9568,16/01/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,317774.58,F         ,                                        ,F      ,317774.58,0,0,0,0,Factura        ,0,0,0
FAR      ,20172,F    ,08/11/2023,            ,443,26597.87,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.5308,06/02/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,26597.87,F         ,                                        ,F      ,26597.87,0,0,0,0,Factura        ,0,0,0
FAR      ,20173,F    ,08/11/2023,            ,443,83993.28,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.5308,06/02/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,83993.28,F         ,                                        ,F      ,83993.28,0,0,0,0,Factura        ,0,0,0
FAR      ,20235,F    ,15/11/2023,            ,443,88192.94,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.6138,13/02/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,88192.94,F         ,                                        ,F      ,88192.94,0,0,0,0,Factura        ,0,0,0
FAR      ,20236,F    ,15/11/2023,            ,443,47596.19,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.6138,13/02/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,47596.19,F         ,                                        ,F      ,47596.19,0,0,0,0,Factura        ,0,0,0
FAR      ,20237,F    ,15/11/2023,            ,443,18198.54,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.6138,13/02/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,18198.54,F         ,                                        ,F      ,18198.54,0,0,0,0,Factura        ,0,0,0
FAR      ,20241,F    ,15/11/2023,            ,443,32197.42,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.6138,13/02/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,32197.42,F         ,                                        ,F      ,32197.42,0,0,0,0,Factura        ,0,0,0
FAR      ,20244,F    ,15/11/2023,            ,443,81193.5,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.6138,13/02/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,81193.5,F         ,                                        ,F      ,81193.5,0,0,0,0,Factura        ,0,0,0
FAR      ,20313,F    ,29/11/2023,            ,443,48996.08,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.1555,27/02/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,48996.08,F         ,                                        ,F      ,48996.08,0,0,0,0,Factura        ,0,0,0
FAR      ,20429,F    ,06/12/2023,            ,443,33597.31,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.406,05/03/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,33597.31,F         ,                                        ,F      ,33597.31,0,0,0,0,Factura        ,0,0,0
FAR      ,20445,F    ,12/12/2023,            ,443,23798.1,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.3688,11/03/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,23798.1,F         ,                                        ,F      ,23798.1,0,0,0,0,Factura        ,0,0,0
FAR      ,20446,F    ,12/12/2023,            ,443,34997.2,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.3688,11/03/2024,PESOS                                                                           ,FAC  ,1,0,4,0,            ,34997.2,F         ,                                        ,F      ,34997.2,0,0,0,0,Factura        ,0,0,0
         ,N4043     ,F    ,08/11/2023,A12         ,443,-1399.89,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.5308,08/11/2023,PESOS                                                                           ,CRE  ,2,0,4,0,A12         ,-1399.89,F         ,                                        ,F      ,0,0,0,0,-1399.89,Descuento      ,0,0,0
         ,N4044     ,F    ,08/11/2023,A12         ,443,-4199.66,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.5308,08/11/2023,PESOS                                                                           ,CRE  ,2,0,4,0,A12         ,-4199.66,F         ,                                        ,F      ,0,0,0,0,-4199.66,Descuento      ,0,0,0
         ,N4045     ,F    ,08/11/2023,A12         ,443,-6999.44,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.5308,08/11/2023,PESOS                                                                           ,CRE  ,2,0,4,0,A12         ,-6999.44,F         ,                                        ,F      ,0,0,0,0,-6999.44,Descuento      ,0,0,0
         ,N4046     ,F    ,08/11/2023,A12         ,443,-174.99,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.5308,08/11/2023,PESOS                                                                           ,CRE  ,2,0,4,0,A12         ,-174.99,F         ,                                        ,F      ,0,0,0,0,-174.99,Descuento      ,0,0,0
         ,N4064     ,F    ,17/11/2023,Dev. Just.  ,443,-1784.86,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.3387,17/11/2023,PESOS                                                                           ,CRE  ,2,0,4,0,            ,-1784.86,F         ,                                        ,F      ,0,0,0,0,-1784.86,Devolución     ,0,0,0
         ,N4065     ,F    ,17/11/2023,Dev. Just.  ,443,-1434.89,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.3387,17/11/2023,PESOS                                                                           ,CRE  ,2,0,4,0,            ,-1434.89,F         ,                                        ,F      ,0,0,0,0,-1434.89,Devolución     ,0,0,0
         ,N4116     ,F    ,21/12/2023,A12         ,443,-69.99,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,04/07/2023,100000,90,5422-4500 5422-6607            ,                              ,1,17.0652,21/12/2023,PESOS                                                                           ,CRE  ,2,0,4,0,A12         ,-69.99,F         ,                                        ,F      ,0,0,-69.99,0,0,Descuento      ,0,0,0
FAR      ,19830,F    ,11/10/2023,            ,429,3170.7,FARMACOS NACIONALES SA DE CV                                                                                                                                                                                                                                  ,28/06/2022,100000,60,4354-3172                      ,                              ,1,18.3482,10/12/2023,PESOS                                                                           ,FAC  ,1,0,35,0,            ,3170.7,F         ,                                        ,F      ,0,0,0,0,3170.7,Factura        ,0,0,0
FAR      ,20041,F    ,31/10/2023,            ,429,5991.59,FARMACOS NACIONALES SA DE CV                                                                                                                                                                                                                                  ,28/06/2022,100000,60,4354-3172                      ,                              ,1,18.0752,30/12/2023,PESOS                                                                           ,FAC  ,1,0,35,0,            ,5991.59,F         ,                                        ,F      ,0,5991.59,0,0,0,Factura        ,0,0,0
FAR      ,20194,F    ,09/11/2023,            ,429,5991.59,FARMACOS NACIONALES SA DE CV                                                                                                                                                                                                                                  ,28/06/2022,100000,60,4354-3172                      ,                              ,1,17.5097,08/01/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,5991.59,F         ,                                        ,F      ,5991.59,0,0,0,0,Factura        ,0,0,0
FAR      ,20297,F    ,27/11/2023,            ,429,3170.7,FARMACOS NACIONALES SA DE CV                                                                                                                                                                                                                                  ,28/06/2022,100000,60,4354-3172                      ,                              ,1,17.1787,26/01/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,3170.7,F         ,                                        ,F      ,3170.7,0,0,0,0,Factura        ,0,0,0
FAR      ,20441,F    ,08/12/2023,            ,429,3170.7,FARMACOS NACIONALES SA DE CV                                                                                                                                                                                                                                  ,28/06/2022,100000,60,4354-3172                      ,                              ,1,17.2685,06/02/2024,PESOS                                                                           ,FAC  ,1,0,35,0,            ,3170.7,F         ,                                        ,F      ,3170.7,0,0,0,0,Factura        ,0,0,0
         ,N4108     ,F    ,20/12/2023,A9          ,429,-482.99,FARMACOS NACIONALES SA DE CV                                                                                                                                                                                                                                  ,28/06/2022,100000,60,4354-3172                      ,                              ,1,17.2277,20/12/2023,PESOS                                                                           ,CRE  ,2,0,35,0,A9          ,-482.99,F         ,                                        ,F      ,0,0,-482.99,0,0,Descuento      ,0,0,0
         ,N4128     ,F    ,29/12/2023,A7          ,429,-391.92,FARMACOS NACIONALES SA DE CV                                                                                                                                                                                                                                  ,28/06/2022,100000,60,4354-3172                      ,                              ,1,16.922,29/12/2023,PESOS                                                                           ,CRE  ,2,0,35,0,A7          ,-391.92,F         ,                                        ,F      ,0,-391.92,0,0,0,Descuento      ,0,0,0
FAR      ,16296,F    ,31/10/2022,            ,433,25281.16,FLORES Y REGALOS ANGELES SA DE CV                                                                                                                                                                                                                             ,30/09/2022,1000000,45,5449-6200                      ,                              ,1,19.8303,15/12/2022,PESOS                                                                           ,FAC  ,1,0,27,0,            ,25281.16,F         ,                                        ,F      ,0,0,0,0,25281.16,Factura        ,0,0,0
FAR      ,20516,F    ,26/12/2023,            ,371,79993.82,GAMAFARMA SA DE CV                                                                                                                                                                                                                                            ,11/07/2018,400000,30,5775-3556                      ,                              ,1,17.059,25/01/2024,PESOS                                                                           ,FAC  ,1,0,27,0,            ,79993.82,F         ,                                        ,F      ,79993.82,0,0,0,0,Factura        ,0,0,0
FAR      ,19372,F    ,25/08/2023,            ,405,101395.73,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,16.8077,24/10/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,101395.73,F         ,                                        ,F      ,0,0,0,0,101395.73,Factura        ,0,0,0
FAR      ,19373,F    ,25/08/2023,            ,405,101052.66,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,16.8077,24/10/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,101052.66,F         ,                                        ,F      ,0,0,0,0,101052.66,Factura        ,0,0,0
FAR      ,19374,F    ,25/08/2023,            ,405,100804.89,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,16.8077,24/10/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,100804.89,F         ,                                        ,F      ,0,0,0,0,100804.89,Factura        ,0,0,0
FAR      ,19375,F    ,25/08/2023,            ,405,101205.14,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,16.8077,24/10/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,101205.14,F         ,                                        ,F      ,0,0,0,0,101205.14,Factura        ,0,0,0
FAR      ,19582,F    ,12/09/2023,            ,405,99794.74,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.5767,11/11/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,99794.74,F         ,                                        ,F      ,0,0,0,0,99794.74,Factura        ,0,0,0
FAR      ,19583,F    ,12/09/2023,            ,405,100995.48,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.5767,11/11/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,100995.48,F         ,                                        ,F      ,0,0,0,0,100995.48,Factura        ,0,0,0
FAR      ,19584,F    ,12/09/2023,            ,405,101700.68,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.5767,11/11/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,101700.68,F         ,                                        ,F      ,0,0,0,0,101700.68,Factura        ,0,0,0
FAR      ,19585,F    ,12/09/2023,            ,405,101147.95,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.5767,11/11/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,101147.95,F         ,                                        ,F      ,0,0,0,0,101147.95,Factura        ,0,0,0
FAR      ,19586,F    ,12/09/2023,            ,405,89339.05,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.5767,11/11/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,89339.05,F         ,                                        ,F      ,0,0,0,0,89339.05,Factura        ,0,0,0
FAR      ,19889,F    ,19/10/2023,            ,405,128224.92,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128224.92,F         ,                                        ,F      ,0,0,0,128224.92,0,Factura        ,0,0,0
FAR      ,19890,F    ,19/10/2023,            ,405,128418.68,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128418.68,F         ,                                        ,F      ,0,0,0,128418.68,0,Factura        ,0,0,0
FAR      ,19891,F    ,19/10/2023,            ,405,126795.89,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,126795.89,F         ,                                        ,F      ,0,0,0,126795.89,0,Factura        ,0,0,0
FAR      ,19892,F    ,19/10/2023,            ,405,127692.06,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127692.06,F         ,                                        ,F      ,0,0,0,127692.06,0,Factura        ,0,0,0
FAR      ,19893,F    ,19/10/2023,            ,405,128055.37,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128055.37,F         ,                                        ,F      ,0,0,0,128055.37,0,Factura        ,0,0,0
FAR      ,19894,F    ,19/10/2023,            ,405,128612.45,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128612.45,F         ,                                        ,F      ,0,0,0,128612.45,0,Factura        ,0,0,0
FAR      ,19895,F    ,19/10/2023,            ,405,127885.82,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127885.82,F         ,                                        ,F      ,0,0,0,127885.82,0,Factura        ,0,0,0
FAR      ,19896,F    ,19/10/2023,            ,405,128273.36,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128273.36,F         ,                                        ,F      ,0,0,0,128273.36,0,Factura        ,0,0,0
FAR      ,19897,F    ,19/10/2023,            ,405,128055.37,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128055.37,F         ,                                        ,F      ,0,0,0,128055.37,0,Factura        ,0,0,0
FAR      ,19898,F    ,19/10/2023,            ,405,128200.69,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128200.69,F         ,                                        ,F      ,0,0,0,128200.69,0,Factura        ,0,0,0
FAR      ,19899,F    ,19/10/2023,            ,405,128394.46,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128394.46,F         ,                                        ,F      ,0,0,0,128394.46,0,Factura        ,0,0,0
FAR      ,19900,F    ,19/10/2023,            ,405,127982.71,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127982.71,F         ,                                        ,F      ,0,0,0,127982.71,0,Factura        ,0,0,0
FAR      ,19901,F    ,19/10/2023,            ,405,128612.45,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128612.45,F         ,                                        ,F      ,0,0,0,128612.45,0,Factura        ,0,0,0
FAR      ,19902,F    ,19/10/2023,            ,405,127595.17,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127595.17,F         ,                                        ,F      ,0,0,0,127595.17,0,Factura        ,0,0,0
FAR      ,19903,F    ,19/10/2023,            ,405,128128.03,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128128.03,F         ,                                        ,F      ,0,0,0,128128.03,0,Factura        ,0,0,0
FAR      ,19904,F    ,19/10/2023,            ,405,127667.84,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127667.84,F         ,                                        ,F      ,0,0,0,127667.84,0,Factura        ,0,0,0
FAR      ,19905,F    ,19/10/2023,            ,405,127982.71,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127982.71,F         ,                                        ,F      ,0,0,0,127982.71,0,Factura        ,0,0,0
FAR      ,19906,F    ,19/10/2023,            ,405,128539.79,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128539.79,F         ,                                        ,F      ,0,0,0,128539.79,0,Factura        ,0,0,0
FAR      ,19907,F    ,19/10/2023,            ,405,128128.03,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128128.03,F         ,                                        ,F      ,0,0,0,128128.03,0,Factura        ,0,0,0
FAR      ,19908,F    ,19/10/2023,            ,405,127885.82,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127885.82,F         ,                                        ,F      ,0,0,0,127885.82,0,Factura        ,0,0,0
FAR      ,19909,F    ,19/10/2023,            ,405,128418.68,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128418.68,F         ,                                        ,F      ,0,0,0,128418.68,0,Factura        ,0,0,0
FAR      ,19910,F    ,19/10/2023,            ,405,128103.81,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128103.81,F         ,                                        ,F      ,0,0,0,128103.81,0,Factura        ,0,0,0
FAR      ,19911,F    ,19/10/2023,            ,405,127692.06,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127692.06,F         ,                                        ,F      ,0,0,0,127692.06,0,Factura        ,0,0,0
FAR      ,19912,F    ,19/10/2023,            ,405,128297.58,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,17.9097,18/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128297.58,F         ,                                        ,F      ,0,0,0,128297.58,0,Factura        ,0,0,0
FAR      ,19928,F    ,23/10/2023,            ,405,128224.92,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128224.92,F         ,                                        ,F      ,0,0,128224.92,0,0,Factura        ,0,0,0
FAR      ,19929,F    ,23/10/2023,            ,405,128418.68,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128418.68,F         ,                                        ,F      ,0,0,128418.68,0,0,Factura        ,0,0,0
FAR      ,19930,F    ,23/10/2023,            ,405,126795.89,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,126795.89,F         ,                                        ,F      ,0,0,126795.89,0,0,Factura        ,0,0,0
FAR      ,19931,F    ,23/10/2023,            ,405,127692.06,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127692.06,F         ,                                        ,F      ,0,0,127692.06,0,0,Factura        ,0,0,0
FAR      ,19932,F    ,23/10/2023,            ,405,128055.37,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128055.37,F         ,                                        ,F      ,0,0,128055.37,0,0,Factura        ,0,0,0
FAR      ,19933,F    ,23/10/2023,            ,405,128612.45,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128612.45,F         ,                                        ,F      ,0,0,128612.45,0,0,Factura        ,0,0,0
FAR      ,19934,F    ,23/10/2023,            ,405,127885.82,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,127885.82,F         ,                                        ,F      ,0,0,127885.82,0,0,Factura        ,0,0,0
FAR      ,19935,F    ,23/10/2023,            ,405,128273.36,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128273.36,F         ,                                        ,F      ,0,0,128273.36,0,0,Factura        ,0,0,0
FAR      ,19936,F    ,23/10/2023,            ,405,128055.37,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",27/08/2020,25000000,60,5629-9902                      ,                              ,1,18.2873,22/12/2023,PESOS                                                                           ,FAC  ,1,0,29,0,            ,128055.37,F         ,                                        ,F      ,0,0,128055.37,0,0,Factura        ,0,0,0
